log_feature,volume
feature 313,1
feature 233,1
feature 235,1
feature 312,1
feature 232,1
feature 307,1
feature 219,1
feature 301,1
feature 134,1
feature 233,2
feature 235,2
feature 313,2
feature 315,2
feature 232,2
feature 312,2
feature 233,1
feature 315,1
feature 312,1
feature 235,1
feature 313,1
feature 233,1
feature 235,1
feature 315,1
feature 313,2
feature 233,1
feature 315,1
feature 312,2
feature 235,1
feature 313,1
feature 232,2
feature 315,1
feature 313,1
feature 233,1
feature 313,1
feature 312,1
feature 315,1
feature 235,1
feature 232,1
feature 233,1
feature 235,1
feature 232,1
feature 312,1
feature 232,1
feature 235,1
feature 312,1
feature 232,3
feature 235,2
feature 313,2
feature 315,2
feature 312,3
feature 233,2
feature 219,1
feature 55,1
feature 134,1
feature 235,1
feature 233,1
feature 219,1
feature 134,1
feature 301,1
feature 315,1
feature 312,1
feature 232,1
feature 313,1
feature 315,1
feature 313,1
feature 227,1
feature 312,1
feature 232,1
feature 307,1
feature 235,1
feature 233,1
feature 301,1
feature 134,1
feature 219,1
feature 232,1
feature 313,1
feature 315,1
feature 312,1
feature 315,1
feature 313,1
feature 312,1
feature 219,1
feature 307,1
feature 95,1
feature 134,1
feature 301,1
feature 134,1
feature 221,1
feature 232,1
feature 312,1
feature 307,1
feature 301,1
feature 307,1
feature 232,1
feature 312,1
feature 312,1
feature 233,1
feature 307,1
feature 313,1
feature 160,1
feature 312,1
feature 232,1
feature 307,1
feature 312,1
feature 232,1
feature 313,1
feature 233,1
feature 307,1
feature 312,1
feature 312,1
feature 232,1
feature 227,1
feature 307,1
feature 232,1
feature 312,2
feature 307,1
feature 232,1
feature 312,1
feature 227,1
feature 312,1
feature 313,1
feature 227,1
feature 232,1
feature 307,1
feature 312,1
feature 307,1
feature 312,1
feature 232,1
feature 227,1
feature 312,1
feature 313,1
feature 232,1
feature 312,1
feature 233,1
feature 219,1
feature 312,1
feature 307,1
feature 134,1
feature 301,1
feature 232,1
feature 313,1
feature 307,1
feature 312,1
feature 227,1
feature 312,1
feature 232,1
feature 313,1
feature 312,1
feature 307,1
feature 233,1
feature 227,1
feature 232,1
feature 312,2
feature 227,2
feature 232,2
feature 307,2
feature 307,1
feature 312,1
feature 312,1
feature 232,1
feature 227,1
feature 232,1
feature 312,2
feature 307,1
feature 219,1
feature 301,1
feature 134,1
feature 232,1
feature 312,1
feature 227,1
feature 307,1
feature 307,1
feature 312,1
feature 227,1
feature 232,1
feature 307,1
feature 312,1
feature 232,1
feature 227,1
feature 307,1
feature 312,1
feature 232,1
feature 227,1
feature 313,1
feature 233,1
feature 232,1
feature 307,1
feature 312,1
feature 313,1
feature 232,2
feature 312,2
feature 227,2
feature 307,2
feature 312,1
feature 232,1
feature 312,1
feature 312,1
feature 307,1
feature 307,1
feature 134,2
feature 301,2
feature 219,2
feature 232,1
feature 227,1
feature 312,1
feature 232,1
feature 312,1
feature 301,2
feature 221,1
feature 221,1
feature 301,3
feature 301,3
feature 301,2
feature 301,2
feature 301,2
feature 221,1
feature 221,1
feature 301,2
feature 301,2
feature 221,1
feature 301,3
feature 301,1
feature 312,1
feature 227,1
feature 312,1
feature 232,1
feature 307,1
feature 44,1
feature 160,1
feature 312,1
feature 307,1
feature 227,1
feature 160,1
feature 44,1
feature 219,1
feature 211,1
feature 301,1
feature 134,1
feature 94,1
feature 312,1
feature 232,1
feature 312,1
feature 134,1
feature 219,1
feature 301,1
feature 307,1
feature 313,2
feature 233,1
feature 227,1
feature 307,1
feature 312,1
feature 232,1
feature 232,1
feature 312,1
feature 312,1
feature 232,1
feature 301,1
feature 301,1
feature 221,1
feature 313,1
feature 312,1
feature 301,1
feature 312,1
feature 301,2
feature 301,1
feature 315,1
feature 235,1
feature 301,2
feature 232,1
feature 313,1
feature 233,1
feature 301,2
feature 235,1
feature 315,1
feature 301,2
feature 301,1
feature 221,1
feature 232,1
feature 307,1
feature 312,1
feature 301,1
feature 221,1
feature 301,1
feature 233,1
feature 160,1
feature 312,1
feature 211,1
feature 44,2
feature 94,1
feature 313,2
feature 232,1
feature 134,1
feature 219,1
feature 301,1
feature 312,1
feature 307,1
feature 94,1
feature 312,1
feature 235,1
feature 315,1
feature 235,1
feature 315,1
feature 313,1
feature 233,1
feature 232,1
feature 312,1
feature 301,1
feature 232,1
feature 312,1
feature 307,1
feature 219,1
feature 134,1
feature 220,1
feature 135,1
feature 232,2
feature 312,2
feature 307,2
feature 312,2
feature 227,2
feature 232,2
feature 232,2
feature 312,2
feature 227,1
feature 307,1
feature 232,1
feature 312,1
feature 232,1
feature 312,1
feature 44,1
feature 307,2
feature 312,2
feature 232,1
feature 301,2
feature 219,1
feature 134,1
feature 134,1
feature 219,1
feature 94,1
feature 312,2
feature 232,1
feature 211,1
feature 95,1
feature 44,1
feature 160,1
feature 301,1
feature 307,1
feature 312,1
feature 232,1
feature 301,1
feature 220,1
feature 135,1
feature 181,1
feature 315,1
feature 313,1
feature 307,1
feature 312,1
feature 232,1
feature 44,1
feature 160,1
feature 211,1
feature 94,1
feature 312,1
feature 307,1
feature 232,1
feature 227,1
feature 220,1
feature 135,1
feature 95,1
feature 301,1
feature 44,1
feature 307,1
feature 235,1
feature 232,1
feature 230,1
feature 312,1
feature 94,1
feature 309,1
feature 312,1
feature 314,1
feature 135,1
feature 310,1
feature 301,1
feature 307,1
feature 312,1
feature 235,1
feature 315,1
feature 230,1
feature 315,1
feature 313,1
feature 315,1
feature 313,1
feature 315,1
feature 233,1
feature 315,1
feature 235,1
feature 313,1
feature 315,1
feature 233,1
feature 313,2
feature 44,1
feature 211,1
feature 44,2
feature 160,2
feature 94,1
feature 94,1
feature 313,1
feature 315,1
feature 235,1
feature 315,1
feature 313,2
feature 315,1
feature 315,2
feature 313,1
feature 235,1
feature 315,2
feature 313,2
feature 233,1
feature 235,1
feature 233,1
feature 312,1
feature 313,2
feature 315,2
feature 313,2
feature 315,1
feature 233,1
feature 227,1
feature 313,1
feature 307,1
feature 233,1
feature 312,1
feature 232,1
feature 160,1
feature 44,1
feature 94,1
feature 307,1
feature 232,1
feature 313,1
feature 233,1
feature 227,1
feature 312,1
feature 312,1
feature 232,1
feature 219,1
feature 134,1
feature 160,1
feature 44,1
feature 160,1
feature 307,1
feature 227,1
feature 312,1
feature 232,1
feature 312,1
feature 232,2
feature 312,2
feature 312,2
feature 232,2
feature 232,2
feature 312,2
feature 312,1
feature 232,1
feature 312,3
feature 232,3
feature 232,2
feature 312,2
feature 232,2
feature 312,2
feature 312,3
feature 232,3
feature 232,1
feature 312,1
feature 232,1
feature 312,1
feature 160,1
feature 160,1
feature 44,1
feature 95,1
feature 277,2
feature 358,1
feature 134,1
feature 301,1
feature 307,1
feature 312,1
feature 211,2
feature 160,2
feature 357,1
feature 44,2
feature 354,2
feature 353,2
feature 94,1
feature 219,1
feature 278,2
feature 227,1
feature 232,1
feature 312,1
feature 160,1
feature 131,1
feature 130,1
feature 301,3
feature 95,1
feature 221,3
feature 219,3
feature 357,1
feature 94,1
feature 227,1
feature 358,1
feature 44,1
feature 312,2
feature 134,3
feature 354,1
feature 307,1
feature 232,2
feature 353,1
feature 134,2
feature 227,1
feature 307,1
feature 232,2
feature 221,2
feature 219,2
feature 301,2
feature 312,2
feature 278,1
feature 277,1
feature 354,1
feature 160,1
feature 211,1
feature 94,1
feature 353,1
feature 44,1
feature 221,3
feature 301,3
feature 94,1
feature 357,1
feature 134,3
feature 232,2
feature 227,1
feature 312,2
feature 307,1
feature 95,1
feature 358,1
feature 219,3
feature 44,1
feature 94,1
feature 357,1
feature 301,2
feature 307,1
feature 134,2
feature 232,1
feature 358,1
feature 221,2
feature 95,1
feature 219,2
feature 312,1
feature 181,1
feature 232,1
feature 312,1
feature 312,1
feature 310,1
feature 314,1
feature 229,1
feature 232,1
feature 313,1
feature 308,1
feature 230,1
feature 227,1
feature 234,1
feature 228,1
feature 309,1
feature 307,1
feature 160,1
feature 44,1
feature 181,1
feature 94,1
feature 312,1
feature 314,1
feature 308,1
feature 234,1
feature 307,1
feature 232,1
feature 227,1
feature 309,1
feature 232,1
feature 312,1
feature 312,1
feature 312,1
feature 160,1
feature 44,1
feature 227,1
feature 307,1
feature 232,1
feature 94,1
feature 44,1
feature 95,1
feature 232,1
feature 227,1
feature 301,1
feature 67,1
feature 134,1
feature 219,1
feature 312,1
feature 357,1
feature 358,1
feature 95,1
feature 134,1
feature 301,1
feature 219,1
feature 315,2
feature 235,2
feature 307,4
feature 312,2
feature 232,2
feature 227,4
feature 233,2
feature 313,2
feature 219,1
feature 134,1
feature 307,1
feature 219,1
feature 134,1
feature 301,1
feature 312,3
feature 232,3
feature 312,3
feature 219,1
feature 67,1
feature 232,2
feature 134,1
feature 235,2
feature 233,2
feature 134,3
feature 313,2
feature 227,2
feature 232,2
feature 312,2
feature 307,2
feature 219,2
feature 315,2
feature 301,1
feature 211,1
feature 160,1
feature 67,1
feature 301,1
feature 221,1
feature 134,1
feature 219,1
feature 94,1
feature 211,1
feature 309,1
feature 232,2
feature 67,3
feature 312,2
feature 227,1
feature 307,1
feature 189,3
feature 219,1
feature 134,1
feature 135,1
feature 134,1
feature 219,1
feature 134,1
feature 189,1
feature 67,1
feature 219,1
feature 134,1
feature 10,1
feature 365,1
feature 366,6
feature 10,3
feature 10,2
feature 365,1
feature 366,1
feature 365,1
feature 10,2
feature 364,1
feature 365,1
feature 10,1
feature 10,1
feature 135,1
feature 160,1
feature 44,1
feature 219,1
feature 134,1
feature 232,2
feature 312,2
feature 307,1
feature 227,1
feature 211,1
feature 307,1
feature 94,1
feature 227,1
feature 135,1
feature 232,1
feature 312,1
feature 44,1
feature 160,1
feature 221,1
feature 301,1
feature 134,1
feature 312,2
feature 232,2
feature 134,1
feature 219,1
feature 312,1
feature 227,1
feature 232,1
feature 307,1
feature 232,1
feature 312,1
feature 232,1
feature 312,1
feature 313,1
feature 315,1
feature 313,1
feature 315,1
feature 312,1
feature 312,1
feature 232,1
feature 232,1
feature 312,1
feature 312,2
feature 232,2
feature 307,1
feature 232,1
feature 312,1
feature 227,1
feature 160,1
feature 307,1
feature 211,1
feature 94,1
feature 44,1
feature 312,1
feature 219,1
feature 134,1
feature 301,1
feature 221,1
feature 233,1
feature 313,1
feature 315,1
feature 235,1
feature 232,2
feature 312,2
feature 219,1
feature 134,1
feature 312,1
feature 233,1
feature 313,1
feature 312,1
feature 232,1
feature 313,1
feature 312,1
feature 232,1
feature 315,1
feature 313,1
feature 315,1
feature 312,1
feature 233,1
feature 315,1
feature 312,1
feature 313,1
feature 232,1
feature 307,1
feature 227,1
feature 232,1
feature 312,1
feature 232,2
feature 315,2
feature 312,2
feature 233,2
feature 235,2
feature 313,2
feature 312,1
feature 232,1
feature 312,2
feature 307,1
feature 232,1
feature 227,1
feature 134,1
feature 301,1
feature 219,1
feature 221,1
feature 312,2
feature 232,2
feature 211,1
feature 44,1
feature 160,1
feature 94,1
feature 219,1
feature 134,1
feature 227,1
feature 95,1
feature 189,1
feature 232,1
feature 312,1
feature 307,1
feature 67,1
feature 94,1
feature 44,1
feature 44,1
feature 211,1
feature 94,1
feature 160,1
feature 232,1
feature 312,1
feature 232,1
feature 313,1
feature 312,1
feature 315,1
feature 315,1
feature 313,1
feature 312,1
feature 312,1
feature 232,1
feature 232,2
feature 312,2
feature 312,1
feature 307,1
feature 227,1
feature 232,1
feature 227,1
feature 312,1
feature 307,1
feature 232,1
feature 232,1
feature 227,1
feature 307,1
feature 312,1
feature 219,1
feature 134,1
feature 221,1
feature 301,1
feature 134,1
feature 301,1
feature 307,1
feature 134,1
feature 219,1
feature 227,1
feature 312,1
feature 232,1
feature 315,1
feature 313,1
feature 232,1
feature 235,1
feature 312,1
feature 232,1
feature 312,1
feature 313,1
feature 233,1
feature 233,3
feature 313,3
feature 313,1
feature 233,1
feature 313,1
feature 233,1
feature 313,1
feature 94,1
feature 307,1
feature 44,1
feature 232,1
feature 227,1
feature 312,1
feature 312,1
feature 307,1
feature 227,1
feature 232,1
feature 134,1
feature 219,1
feature 221,1
feature 301,1
feature 232,5
feature 312,5
feature 312,1
feature 232,2
feature 312,2
feature 312,4
feature 232,5
feature 232,2
feature 312,2
feature 312,1
feature 232,1
feature 313,1
feature 232,3
feature 312,3
feature 232,3
feature 312,3
feature 232,1
feature 312,1
feature 232,1
feature 312,2
feature 312,3
feature 232,3
feature 232,1
feature 312,2
feature 312,4
feature 232,4
feature 232,3
feature 312,3
feature 219,1
feature 232,3
feature 227,1
feature 134,1
feature 307,1
feature 312,3
feature 301,1
feature 312,2
feature 232,2
feature 232,3
feature 312,4
feature 232,2
feature 312,3
feature 312,3
feature 232,3
feature 232,2
feature 312,2
feature 232,1
feature 312,1
feature 315,1
feature 313,1
feature 235,1
feature 312,1
feature 232,1
feature 232,1
feature 313,1
feature 233,1
feature 312,1
feature 232,2
feature 312,2
feature 232,3
feature 312,2
feature 312,3
feature 232,3
feature 44,1
feature 94,1
feature 312,3
feature 232,2
feature 312,4
feature 232,3
feature 232,3
feature 233,1
feature 312,3
feature 313,1
feature 313,3
feature 312,4
feature 233,2
feature 232,3
feature 232,3
feature 312,4
feature 312,4
feature 232,3
feature 313,1
feature 232,2
feature 312,3
feature 232,2
feature 312,3
feature 312,4
feature 232,4
feature 312,3
feature 232,3
feature 312,2
feature 232,2
feature 312,3
feature 232,3
feature 312,2
feature 232,1
feature 312,2
feature 232,1
feature 307,1
feature 232,3
feature 312,3
feature 232,2
feature 312,2
feature 312,3
feature 232,3
feature 232,2
feature 312,2
feature 312,3
feature 232,2
feature 312,2
feature 232,2
feature 307,1
feature 232,2
feature 312,2
feature 227,1
feature 232,2
feature 312,3
feature 232,2
feature 312,3
feature 232,3
feature 312,3
feature 312,4
feature 232,4
feature 312,4
feature 232,3
feature 312,1
feature 227,1
feature 232,1
feature 307,1
feature 227,1
feature 232,1
feature 307,1
feature 312,1
feature 221,1
feature 219,1
feature 134,1
feature 301,1
feature 312,1
feature 232,1
feature 235,1
feature 315,1
feature 233,1
feature 313,1
feature 227,1
feature 307,1
feature 232,1
feature 94,1
feature 211,1
feature 160,1
feature 312,1
feature 44,1
feature 312,1
feature 232,1
feature 312,1
feature 219,1
feature 307,1
feature 134,1
feature 232,1
feature 301,1
feature 312,1
feature 227,1
feature 313,1
feature 233,1
feature 315,1
feature 312,1
feature 313,1
feature 232,1
feature 315,1
feature 312,1
feature 313,1
feature 315,1
feature 233,1
feature 313,1
feature 315,1
feature 235,1
feature 313,1
feature 232,1
feature 233,1
feature 312,1
feature 313,1
feature 315,1
feature 312,1
feature 232,1
feature 233,1
feature 134,1
feature 219,1
feature 233,2
feature 315,1
feature 313,2
feature 232,1
feature 307,1
feature 312,1
feature 227,1
feature 227,1
feature 232,1
feature 307,1
feature 312,1
feature 301,1
feature 134,1
feature 221,1
feature 232,1
feature 312,1
feature 232,1
feature 312,1
feature 227,1
feature 219,1
feature 134,1
feature 232,2
feature 301,1
feature 307,1
feature 312,2
feature 312,1
feature 313,1
feature 315,1
feature 232,1
feature 312,1
feature 312,1
feature 313,1
feature 315,1
feature 235,1
feature 312,1
feature 315,1
feature 313,1
feature 233,1
feature 232,1
feature 312,1
feature 233,1
feature 313,1
feature 232,1
feature 315,1
feature 134,1
feature 307,1
feature 219,1
feature 312,1
feature 312,1
feature 227,1
feature 307,1
feature 232,1
feature 134,1
feature 221,1
feature 301,1
feature 219,1
feature 232,4
feature 312,4
feature 232,1
feature 312,2
feature 232,1
feature 312,1
feature 160,1
feature 312,2
feature 232,2
feature 232,1
feature 312,1
feature 312,2
feature 232,2
feature 312,2
feature 232,2
feature 312,1
feature 232,1
feature 301,1
feature 219,1
feature 134,1
feature 312,1
feature 232,2
feature 315,1
feature 312,2
feature 313,1
feature 313,1
feature 315,1
feature 312,1
feature 232,2
feature 312,2
feature 312,1
feature 232,1
feature 232,1
feature 312,3
feature 232,3
feature 232,2
feature 312,2
feature 312,1
feature 227,1
feature 232,1
feature 307,1
feature 232,1
feature 312,1
feature 312,1
feature 232,1
feature 134,1
feature 219,1
feature 10,1
feature 10,1
feature 310,1
feature 230,1
feature 228,1
feature 308,1
feature 315,1
feature 232,1
feature 236,1
feature 312,1
feature 316,2
feature 236,2
feature 312,1
feature 235,3
feature 316,3
feature 315,4
feature 234,1
feature 232,1
feature 314,1
feature 316,1
feature 232,1
feature 312,1
feature 315,2
feature 235,1
feature 312,1
feature 316,2
feature 315,2
feature 232,1
feature 235,1
feature 312,1
feature 307,1
feature 232,1
feature 315,2
feature 227,1
feature 236,1
feature 316,2
feature 235,2
feature 312,1
feature 134,1
feature 232,1
feature 219,1
feature 221,1
feature 301,1
feature 315,3
feature 235,1
feature 316,2
feature 312,1
feature 236,1
feature 232,1
feature 232,1
feature 235,1
feature 315,3
feature 236,1
feature 316,2
feature 312,1
feature 315,1
feature 316,2
feature 236,1
feature 312,1
feature 232,1
feature 312,1
feature 232,1
feature 312,2
feature 232,2
feature 232,1
feature 312,1
feature 232,2
feature 312,2
feature 233,4
feature 313,4
feature 313,5
feature 233,4
feature 234,1
feature 308,1
feature 309,2
feature 229,2
feature 314,1
feature 228,1
feature 233,4
feature 313,4
feature 312,1
feature 233,4
feature 232,1
feature 313,4
feature 233,4
feature 307,1
feature 232,1
feature 227,1
feature 313,4
feature 312,1
feature 221,1
feature 219,1
feature 134,1
feature 301,1
feature 313,4
feature 233,4
feature 233,4
feature 313,4
feature 233,4
feature 313,4
feature 233,4
feature 313,4
feature 233,1
feature 313,1
feature 312,4
feature 232,4
feature 313,3
feature 233,3
feature 313,2
feature 312,3
feature 233,2
feature 232,3
feature 313,2
feature 232,4
feature 312,4
feature 233,2
feature 232,4
feature 312,4
feature 233,3
feature 313,3
feature 232,3
feature 233,2
feature 313,2
feature 312,3
feature 312,2
feature 232,2
feature 232,4
feature 233,3
feature 312,4
feature 313,3
feature 233,2
feature 313,2
feature 312,4
feature 232,4
feature 227,1
feature 232,1
feature 232,1
feature 307,1
feature 312,1
feature 227,1
feature 219,1
feature 135,1
feature 220,1
feature 301,1
feature 221,1
feature 134,1
feature 221,1
feature 301,1
feature 301,1
feature 221,1
feature 160,1
feature 211,1
feature 44,1
feature 94,1
feature 301,1
feature 219,1
feature 134,1
feature 301,1
feature 134,1
feature 181,1
feature 219,1
feature 135,1
feature 301,1
feature 189,1
feature 67,1
feature 312,2
feature 232,2
feature 232,3
feature 312,3
feature 312,3
feature 232,3
feature 314,1
feature 232,4
feature 234,1
feature 312,4
feature 232,4
feature 312,4
feature 312,4
feature 232,4
feature 312,3
feature 301,1
feature 219,1
feature 95,1
feature 307,2
feature 232,3
feature 134,1
feature 219,1
feature 301,1
feature 221,1
feature 134,1
feature 312,1
feature 232,1
feature 232,2
feature 312,2
feature 312,1
feature 232,1
feature 232,1
feature 312,1
feature 227,1
feature 312,1
feature 232,1
feature 307,1
feature 313,4
feature 316,1
feature 232,1
feature 233,4
feature 315,2
feature 236,1
feature 312,1
feature 312,2
feature 234,1
feature 314,1
feature 315,4
feature 235,3
feature 232,2
feature 233,5
feature 236,3
feature 313,5
feature 316,3
feature 232,1
feature 315,2
feature 316,1
feature 312,1
feature 235,1
feature 233,4
feature 313,4
feature 233,4
feature 312,2
feature 315,2
feature 316,1
feature 313,4
feature 235,2
feature 232,2
feature 236,1
feature 232,1
feature 315,3
feature 316,2
feature 307,1
feature 312,1
feature 227,1
feature 233,5
feature 313,5
feature 221,1
feature 301,1
feature 134,1
feature 232,1
feature 312,1
feature 316,3
feature 233,5
feature 313,4
feature 312,2
feature 232,2
feature 315,4
feature 235,3
feature 236,1
feature 313,4
feature 233,5
feature 312,1
feature 235,2
feature 316,2
feature 232,1
feature 315,3
feature 316,3
feature 232,1
feature 236,2
feature 233,4
feature 235,2
feature 313,4
feature 312,1
feature 315,3
feature 313,4
feature 233,4
feature 232,2
feature 312,2
feature 235,1
feature 315,2
feature 313,1
feature 233,1
feature 233,3
feature 315,3
feature 235,2
feature 313,3
feature 313,2
feature 235,1
feature 233,2
feature 315,2
feature 233,2
feature 313,2
feature 235,2
feature 315,2
feature 232,2
feature 312,2
feature 313,3
feature 233,3
feature 315,3
feature 313,2
feature 233,2
feature 235,2
feature 315,1
feature 235,1
feature 313,3
feature 235,2
feature 232,2
feature 312,2
feature 315,3
feature 233,3
feature 313,3
feature 235,3
feature 315,3
feature 233,3
feature 232,1
feature 312,1
feature 220,1
feature 227,1
feature 181,1
feature 232,1
feature 309,1
feature 219,1
feature 232,1
feature 312,1
feature 314,1
feature 134,1
feature 221,1
feature 301,1
feature 219,1
feature 312,2
feature 232,2
feature 307,1
feature 312,1
feature 307,1
feature 227,1
feature 232,1
feature 312,1
feature 232,1
feature 230,1
feature 228,1
feature 235,1
feature 233,1
feature 313,1
feature 134,1
feature 310,1
feature 312,1
feature 181,1
feature 315,1
feature 219,1
feature 232,1
feature 308,1
feature 232,2
feature 312,2
feature 314,1
feature 234,1
feature 232,2
feature 312,2
feature 307,1
feature 232,1
feature 312,1
feature 227,1
feature 312,1
feature 232,1
feature 314,1
feature 234,1
feature 234,1
feature 232,2
feature 307,2
feature 227,2
feature 312,2
feature 229,1
feature 313,1
feature 314,1
feature 308,1
feature 228,1
feature 309,1
feature 233,1
feature 232,1
feature 234,1
feature 314,1
feature 312,1
feature 301,1
feature 134,1
feature 312,1
feature 307,1
feature 219,1
feature 314,1
feature 234,1
feature 232,1
feature 312,2
feature 229,1
feature 234,1
feature 227,1
feature 307,1
feature 232,1
feature 312,2
feature 314,1
feature 309,1
feature 312,1
feature 307,1
feature 314,1
feature 232,1
feature 312,1
feature 312,1
feature 134,1
feature 301,1
feature 219,1
feature 232,1
feature 312,2
feature 234,1
feature 309,1
feature 229,1
feature 232,1
feature 312,1
feature 314,1
feature 312,1
feature 312,1
feature 307,1
feature 232,1
feature 232,1
feature 312,2
feature 314,1
feature 312,2
feature 232,2
feature 234,1
feature 232,1
feature 234,2
feature 312,1
feature 314,2
feature 234,1
feature 232,1
feature 312,2
feature 314,2
feature 219,1
feature 134,1
feature 307,1
feature 301,1
feature 312,1
feature 232,1
feature 312,1
feature 307,1
feature 227,1
feature 312,2
feature 232,2
feature 227,1
feature 307,1
feature 312,1
feature 229,1
feature 310,1
feature 313,1
feature 228,1
feature 314,1
feature 230,1
feature 312,1
feature 309,1
feature 234,1
feature 308,1
feature 232,1
feature 234,1
feature 312,1
feature 314,1
feature 232,1
feature 312,2
feature 232,2
feature 232,1
feature 312,2
feature 314,1
feature 232,1
feature 312,1
feature 134,1
feature 219,1
feature 365,1
feature 309,1
feature 308,1
feature 312,1
feature 314,1
feature 228,1
feature 232,1
feature 232,1
feature 312,1
feature 219,1
feature 301,1
feature 134,1
feature 221,1
feature 228,1
feature 308,1
feature 232,1
feature 312,1
feature 312,1
feature 134,1
feature 232,1
feature 301,1
feature 307,1
feature 219,1
feature 312,1
feature 227,1
feature 307,1
feature 232,1
feature 312,2
feature 232,2
feature 228,1
feature 233,1
feature 235,1
feature 230,1
feature 315,1
feature 232,2
feature 312,2
feature 307,1
feature 227,1
feature 308,1
feature 313,1
feature 310,1
feature 234,1
feature 314,1
feature 232,2
feature 312,2
feature 229,1
feature 309,1
feature 232,1
feature 312,1
feature 232,3
feature 312,3
feature 312,3
feature 232,3
feature 232,2
feature 308,1
feature 228,1
feature 312,3
feature 301,1
feature 134,1
feature 232,2
feature 307,1
feature 312,3
feature 219,1
feature 312,2
feature 232,2
feature 234,1
feature 314,1
feature 309,1
feature 229,1
feature 312,4
feature 232,4
feature 312,3
feature 232,3
feature 160,2
feature 211,1
feature 312,3
feature 44,2
feature 94,1
feature 232,3
feature 160,3
feature 312,4
feature 44,3
feature 100,1
feature 94,2
feature 211,2
feature 232,4
feature 314,1
feature 229,1
feature 232,3
feature 309,1
feature 312,3
feature 234,1
feature 312,4
feature 232,4
feature 232,4
feature 312,4
feature 234,1
feature 314,1
feature 312,4
feature 232,4
feature 134,1
feature 313,1
feature 219,1
feature 301,2
feature 312,2
feature 307,2
feature 314,1
feature 221,1
feature 312,3
feature 232,3
feature 234,1
feature 309,1
feature 314,1
feature 232,3
feature 312,3
feature 232,3
feature 312,3
feature 312,2
feature 232,2
feature 232,3
feature 312,3
feature 232,2
feature 312,2
feature 312,2
feature 232,2
feature 312,3
feature 307,1
feature 227,1
feature 232,3
feature 229,1
feature 232,2
feature 312,2
feature 309,1
feature 234,1
feature 314,1
feature 312,2
feature 232,2
feature 232,2
feature 312,2
feature 312,3
feature 232,3
feature 307,1
feature 234,1
feature 314,1
feature 232,1
feature 312,2
feature 307,1
feature 312,1
feature 232,1
feature 227,1
feature 312,1
feature 307,1
feature 232,1
feature 301,1
feature 232,1
feature 312,3
feature 312,3
feature 232,2
feature 232,2
feature 312,3
feature 232,3
feature 312,3
feature 312,1
feature 301,1
feature 232,1
feature 312,2
feature 312,2
feature 232,1
feature 314,1
feature 232,2
feature 234,1
feature 312,1
feature 232,2
feature 312,2
feature 309,1
feature 312,1
feature 229,1
feature 312,1
feature 307,1
feature 232,1
feature 312,1
feature 312,3
feature 232,3
feature 232,1
feature 309,1
feature 312,1
feature 234,1
feature 314,1
feature 229,1
feature 312,3
feature 229,2
feature 314,2
feature 234,2
feature 309,2
feature 232,2
feature 314,1
feature 312,2
feature 309,1
feature 234,1
feature 232,1
feature 229,1
feature 314,2
feature 232,1
feature 234,1
feature 312,2
feature 309,2
feature 229,1
feature 232,1
feature 312,2
feature 232,2
feature 227,1
feature 312,2
feature 312,2
feature 307,1
feature 232,1
feature 312,1
feature 134,1
feature 301,1
feature 219,1
feature 232,1
feature 312,2
feature 44,1
feature 307,1
feature 312,2
feature 232,2
feature 312,2
feature 232,1
feature 219,1
feature 301,1
feature 307,1
feature 134,1
feature 312,2
feature 232,1
feature 312,1
feature 232,1
feature 312,2
feature 312,1
feature 312,2
feature 232,1
feature 312,2
feature 232,1
feature 312,2
feature 232,2
feature 313,1
feature 233,1
feature 312,2
feature 232,2
feature 312,3
feature 232,3
feature 312,3
feature 232,2
feature 232,3
feature 312,3
feature 312,3
feature 232,3
feature 232,1
feature 312,2
feature 232,2
feature 312,2
feature 307,1
feature 227,1
feature 228,1
feature 312,3
feature 308,1
feature 232,3
feature 232,4
feature 229,1
feature 234,1
feature 314,1
feature 309,1
feature 312,4
feature 312,2
feature 232,2
feature 312,4
feature 232,4
feature 301,2
feature 134,1
feature 219,1
feature 221,1
feature 301,1
feature 301,2
feature 219,1
feature 134,1
feature 301,1
feature 134,1
feature 181,1
feature 219,1
feature 160,1
feature 227,1
feature 44,1
feature 232,1
feature 134,1
feature 219,1
feature 301,1
feature 95,1
feature 221,1
feature 219,1
feature 219,1
feature 134,1
feature 301,1
feature 219,1
feature 134,1
feature 301,1
feature 134,1
feature 219,1
feature 44,1
feature 211,1
feature 219,1
feature 94,1
feature 181,1
feature 134,1
feature 160,2
feature 95,1
feature 44,1
feature 160,1
feature 232,2
feature 312,2
feature 232,2
feature 312,2
feature 312,1
feature 312,2
feature 232,1
feature 312,2
feature 232,1
feature 312,1
feature 312,2
feature 232,1
feature 232,2
feature 312,2
feature 312,1
feature 232,1
feature 232,1
feature 312,1
feature 232,1
feature 312,1
feature 312,1
feature 232,1
feature 312,1
feature 312,2
feature 232,1
feature 160,1
feature 94,1
feature 44,1
feature 211,1
feature 312,1
feature 134,1
feature 221,1
feature 232,1
feature 219,1
feature 301,1
feature 232,2
feature 312,2
feature 312,2
feature 232,2
feature 312,1
feature 232,1
feature 135,2
feature 220,1
feature 134,2
feature 219,1
feature 232,4
feature 312,4
feature 232,3
feature 312,3
feature 312,3
feature 232,3
feature 232,4
feature 312,4
feature 312,3
feature 232,3
feature 232,3
feature 312,4
feature 232,4
feature 312,4
feature 232,3
feature 312,3
