id,log_feature,volume
11751,feature 312,1
17997,feature 232,3
17997,feature 312,3
973,feature 312,3
973,feature 232,3
15530,feature 232,2
15530,feature 308,1
15530,feature 228,1
15530,feature 312,3
3903,feature 301,1
3903,feature 134,1
3903,feature 232,2
3903,feature 307,1
3903,feature 312,3
3903,feature 219,1
4404,feature 312,2
4404,feature 232,2
16241,feature 234,1
16241,feature 314,1
16241,feature 309,1
16241,feature 229,1
16241,feature 312,4
16241,feature 232,4
16341,feature 312,3
16341,feature 232,3
5686,feature 160,2
5686,feature 211,1
5686,feature 312,3
5686,feature 44,2
5686,feature 94,1
5686,feature 232,3
2893,feature 160,3
2893,feature 312,4
2893,feature 44,3
2893,feature 100,1
2893,feature 94,2
2893,feature 211,2
2893,feature 232,4
12716,feature 314,1
12716,feature 229,1
12716,feature 232,3
12716,feature 309,1
12716,feature 312,3
12716,feature 234,1
10413,feature 312,4
10413,feature 232,4
17998,feature 232,4
17998,feature 312,4
17998,feature 234,1
17998,feature 314,1
16662,feature 312,4
16662,feature 232,4
6335,feature 134,1
6335,feature 313,1
6335,feature 219,1
6335,feature 301,2
6335,feature 312,2
6335,feature 307,2
6335,feature 314,1
6335,feature 221,1
2725,feature 312,3
2725,feature 232,3
2725,feature 234,1
2725,feature 309,1
2725,feature 314,1
11880,feature 232,3
11880,feature 312,3
11334,feature 232,3
11334,feature 312,3
10810,feature 312,2
10810,feature 232,2
1843,feature 232,3
1843,feature 312,3
9668,feature 232,2
9668,feature 312,2
14663,feature 312,2
14663,feature 232,2
6330,feature 312,3
6330,feature 307,1
6330,feature 227,1
6330,feature 232,3
5823,feature 229,1
5823,feature 232,2
5823,feature 312,2
5823,feature 309,1
5823,feature 234,1
5823,feature 314,1
4280,feature 312,2
4280,feature 232,2
4340,feature 232,2
4340,feature 312,2
12271,feature 312,3
12271,feature 232,3
10469,feature 307,1
10469,feature 234,1
10469,feature 314,1
10469,feature 232,1
10469,feature 312,2
11044,feature 307,1
11044,feature 312,1
11044,feature 232,1
11044,feature 227,1
7089,feature 312,1
7089,feature 307,1
7089,feature 232,1
7089,feature 301,1
6425,feature 232,1
6425,feature 312,3
5,feature 312,3
5,feature 232,2
9080,feature 232,2
9080,feature 312,3
304,feature 232,3
304,feature 312,3
13875,feature 312,1
13875,feature 301,1
15990,feature 232,1
15990,feature 312,2
15985,feature 312,2
15985,feature 232,1
16391,feature 314,1
16391,feature 232,2
16391,feature 234,1
16391,feature 312,1
3071,feature 232,2
3071,feature 312,2
17182,feature 309,1
17182,feature 312,1
17182,feature 229,1
7988,feature 312,1
7988,feature 307,1
18532,feature 232,1
18532,feature 312,1
17734,feature 312,3
17734,feature 232,3
11273,feature 232,1
11273,feature 309,1
11273,feature 312,1
11273,feature 234,1
11273,feature 314,1
11273,feature 229,1
4808,feature 312,3
4808,feature 229,2
4808,feature 314,2
4808,feature 234,2
4808,feature 309,2
4808,feature 232,2
1976,feature 314,1
1976,feature 312,2
1976,feature 309,1
1976,feature 234,1
1976,feature 232,1
1976,feature 229,1
15131,feature 314,2
15131,feature 232,1
15131,feature 234,1
15131,feature 312,2
15131,feature 309,2
15131,feature 229,1
12974,feature 232,1
12974,feature 312,2
3576,feature 232,2
3576,feature 227,1
3576,feature 312,2
13053,feature 312,2
13053,feature 307,1
13053,feature 232,1
9532,feature 312,1
5746,feature 134,1
5746,feature 301,1
5746,feature 219,1
5746,feature 232,1
5746,feature 312,2
5746,feature 44,1
5746,feature 307,1
13102,feature 312,2
13102,feature 232,2
16486,feature 312,2
16486,feature 232,1
2113,feature 219,1
2113,feature 301,1
2113,feature 307,1
2113,feature 134,1
2113,feature 312,2
2113,feature 232,1
14635,feature 312,1
14635,feature 232,1
7044,feature 312,2
5780,feature 312,1
8496,feature 312,2
8496,feature 232,1
468,feature 312,2
468,feature 232,1
10316,feature 312,2
10316,feature 232,2
10316,feature 313,1
10316,feature 233,1
12429,feature 312,2
12429,feature 232,2
879,feature 312,3
879,feature 232,3
6669,feature 312,3
6669,feature 232,2
12019,feature 232,3
12019,feature 312,3
10368,feature 312,3
10368,feature 232,3
13293,feature 232,1
13293,feature 312,2
18260,feature 232,2
18260,feature 312,2
18260,feature 307,1
18260,feature 227,1
15638,feature 228,1
15638,feature 312,3
15638,feature 308,1
15638,feature 232,3
13857,feature 232,4
13857,feature 229,1
13857,feature 234,1
13857,feature 314,1
13857,feature 309,1
13857,feature 312,4
8030,feature 312,2
8030,feature 232,2
15267,feature 312,4
15267,feature 232,4
9604,feature 301,2
12931,feature 134,1
12931,feature 219,1
12931,feature 221,1
12931,feature 301,1
120,feature 301,2
120,feature 219,1
120,feature 134,1
1729,feature 301,1
1729,feature 134,1
1729,feature 181,1
1729,feature 219,1
1729,feature 160,1
1729,feature 227,1
1729,feature 44,1
1729,feature 232,1
10220,feature 134,1
10220,feature 219,1
10220,feature 301,1
10220,feature 95,1
10220,feature 221,1
5916,feature 219,1
17755,feature 219,1
17755,feature 134,1
8731,feature 301,1
8731,feature 219,1
8731,feature 134,1
1785,feature 301,1
1785,feature 134,1
1785,feature 219,1
2621,feature 44,1
2621,feature 211,1
2621,feature 219,1
2621,feature 94,1
2621,feature 181,1
2621,feature 134,1
2621,feature 160,2
7825,feature 95,1
14799,feature 44,1
14799,feature 160,1
8636,feature 232,2
8636,feature 312,2
14471,feature 232,2
14471,feature 312,2
16518,feature 312,1
11571,feature 312,2
11571,feature 232,1
8974,feature 312,2
8974,feature 232,1
13182,feature 312,1
9724,feature 312,2
9724,feature 232,1
5111,feature 232,2
5111,feature 312,2
15291,feature 312,1
15291,feature 232,1
15901,feature 232,1
15901,feature 312,1
13073,feature 232,1
13073,feature 312,1
5250,feature 312,1
1019,feature 232,1
1019,feature 312,1
13705,feature 312,2
13705,feature 232,1
17246,feature 160,1
17246,feature 94,1
17246,feature 44,1
17246,feature 211,1
18549,feature 312,1
18549,feature 134,1
18549,feature 221,1
18549,feature 232,1
18549,feature 219,1
18549,feature 301,1
12983,feature 232,2
12983,feature 312,2
8045,feature 312,2
8045,feature 232,2
10639,feature 312,1
10639,feature 232,1
10639,feature 135,2
10639,feature 220,1
10639,feature 134,2
10639,feature 219,1
511,feature 232,4
511,feature 312,4
16170,feature 232,3
16170,feature 312,3
6251,feature 312,3
6251,feature 232,3
7004,feature 232,4
7004,feature 312,4
11176,feature 312,3
11176,feature 232,3
12981,feature 232,3
12981,feature 312,4
6532,feature 232,4
6532,feature 312,4
16478,feature 232,3
16478,feature 312,3
3351,feature 312,3
3351,feature 232,2
11305,feature 232,1
11305,feature 315,1
11305,feature 312,1
11305,feature 227,1
11305,feature 313,1
17404,feature 235,1
17404,feature 312,2
17404,feature 233,1
17404,feature 232,2
17404,feature 307,1
8089,feature 312,2
8089,feature 232,2
15903,feature 227,1
15903,feature 307,1
15903,feature 312,2
15903,feature 232,2
18079,feature 312,4
18079,feature 232,4
8472,feature 312,5
8472,feature 232,5
3912,feature 232,2
3912,feature 312,2
11486,feature 312,5
11486,feature 232,5
2523,feature 312,4
2523,feature 232,4
17539,feature 232,3
17539,feature 312,3
11412,feature 312,4
11412,feature 232,4
3593,feature 312,4
3593,feature 232,4
7121,feature 312,5
7121,feature 232,5
11247,feature 312,4
11247,feature 232,4
3323,feature 312,4
3323,feature 232,4
9500,feature 312,4
9500,feature 232,4
1484,feature 232,3
1484,feature 312,3
2393,feature 312,4
2393,feature 232,4
2393,feature 307,1
4822,feature 232,2
4822,feature 312,2
14504,feature 232,4
14504,feature 312,4
15513,feature 232,3
15513,feature 312,3
15513,feature 307,1
15513,feature 227,1
5213,feature 232,4
5213,feature 312,4
10192,feature 232,5
10192,feature 312,5
15352,feature 312,4
15352,feature 232,4
5462,feature 232,4
5462,feature 312,4
15179,feature 312,3
15179,feature 232,2
14545,feature 232,3
14545,feature 312,3
7345,feature 312,5
7345,feature 232,5
8986,feature 232,4
8986,feature 312,5
6949,feature 312,5
6949,feature 232,5
14888,feature 232,4
14888,feature 312,4
15508,feature 232,5
15508,feature 312,5
10250,feature 312,4
10250,feature 232,3
8626,feature 312,5
8626,feature 232,4
876,feature 312,4
876,feature 232,4
9953,feature 232,5
9953,feature 312,5
3780,feature 232,4
3780,feature 312,4
7522,feature 232,4
7522,feature 312,4
18545,feature 232,5
18545,feature 312,5
7759,feature 312,5
7759,feature 232,5
2848,feature 232,4
2848,feature 312,4
11420,feature 312,5
11420,feature 232,4
13328,feature 232,4
13328,feature 307,1
13328,feature 312,4
3069,feature 307,1
3069,feature 312,5
3069,feature 232,5
5926,feature 220,1
5926,feature 312,2
5926,feature 135,1
5926,feature 307,2
8971,feature 232,3
8971,feature 312,3
5715,feature 232,5
5715,feature 312,6
12188,feature 312,4
12188,feature 232,3
11022,feature 232,3
11022,feature 312,4
6722,feature 312,4
6722,feature 232,4
1656,feature 312,5
1656,feature 232,4
13265,feature 312,5
13265,feature 232,5
9268,feature 232,3
9268,feature 312,4
1101,feature 312,5
1101,feature 307,1
1101,feature 227,1
1101,feature 232,4
13434,feature 232,3
13434,feature 312,3
12485,feature 312,4
12485,feature 232,4
15079,feature 232,5
15079,feature 220,1
15079,feature 135,1
15079,feature 312,5
6704,feature 232,5
6704,feature 312,5
10021,feature 312,5
10021,feature 232,5
3745,feature 233,1
3745,feature 44,1
3745,feature 235,1
3745,feature 68,1
3745,feature 301,1
3745,feature 134,1
3745,feature 312,4
3745,feature 95,1
3745,feature 232,4
3745,feature 219,1
3745,feature 307,2
3745,feature 160,1
8746,feature 232,3
8746,feature 312,3
8746,feature 227,3
8746,feature 307,3
13150,feature 312,2
13150,feature 232,2
13326,feature 312,1
10157,feature 312,1
8049,feature 312,1
8049,feature 232,1
5605,feature 232,1
5605,feature 312,1
1055,feature 227,2
1055,feature 232,4
1055,feature 312,4
1055,feature 307,2
7790,feature 312,4
7790,feature 232,4
14457,feature 312,3
14457,feature 232,3
16263,feature 312,1
16263,feature 227,1
16263,feature 232,1
16263,feature 307,1
13950,feature 312,1
13950,feature 232,1
18143,feature 312,4
18143,feature 232,4
5758,feature 312,2
5758,feature 232,2
12119,feature 232,1
12119,feature 312,1
3203,feature 312,3
3203,feature 307,1
3203,feature 232,2
2369,feature 134,1
2369,feature 219,1
2369,feature 232,1
2369,feature 312,1
2369,feature 301,1
2369,feature 221,1
9415,feature 234,1
9415,feature 314,1
9415,feature 312,2
9415,feature 232,2
6249,feature 232,2
6249,feature 312,2
2201,feature 227,1
2201,feature 307,1
2201,feature 314,1
2201,feature 312,2
2201,feature 232,2
2201,feature 234,1
14136,feature 312,1
14136,feature 232,1
4155,feature 232,3
4155,feature 314,4
4155,feature 234,4
4155,feature 312,3
15731,feature 312,1
15731,feature 232,1
12464,feature 314,3
12464,feature 232,2
12464,feature 234,3
12464,feature 312,2
5583,feature 234,1
5583,feature 312,1
5583,feature 229,1
5583,feature 314,1
5583,feature 309,1
5583,feature 232,1
8598,feature 314,2
8598,feature 312,1
8598,feature 309,1
8598,feature 229,1
8598,feature 234,1
8598,feature 232,1
12039,feature 312,3
12039,feature 232,3
12039,feature 314,2
12039,feature 234,2
13475,feature 234,1
13475,feature 232,3
13475,feature 312,3
13475,feature 314,1
774,feature 312,3
774,feature 232,3
8605,feature 312,3
8605,feature 232,3
9699,feature 314,3
9699,feature 232,3
9699,feature 312,3
9699,feature 234,3
12772,feature 314,2
12772,feature 312,3
12772,feature 234,2
12772,feature 232,2
12883,feature 232,1
12883,feature 227,2
12883,feature 234,1
12883,feature 314,1
12883,feature 219,1
12883,feature 134,1
12883,feature 312,1
12883,feature 221,1
17947,feature 228,1
17947,feature 312,2
17947,feature 229,1
17947,feature 307,2
17947,feature 232,1
17947,feature 227,2
17947,feature 234,2
17947,feature 314,2
17947,feature 301,1
17947,feature 309,1
17947,feature 230,1
17947,feature 235,1
17947,feature 233,1
15765,feature 312,2
15765,feature 232,2
15765,feature 234,3
15765,feature 314,3
16633,feature 314,2
16633,feature 234,3
11494,feature 314,3
11494,feature 234,3
9985,feature 307,1
9985,feature 312,1
9985,feature 232,1
9985,feature 234,3
9985,feature 227,1
9985,feature 314,3
4513,feature 234,3
4513,feature 314,3
17013,feature 234,2
17013,feature 314,2
767,feature 234,3
767,feature 314,3
4707,feature 234,4
4707,feature 312,1
4707,feature 314,4
4707,feature 232,1
2338,feature 234,1
2338,feature 314,1
16825,feature 312,1
16825,feature 234,1
16825,feature 314,1
17698,feature 234,2
17698,feature 314,2
1817,feature 234,1
1817,feature 314,1
11274,feature 312,1
11274,feature 314,1
11274,feature 234,1
11274,feature 232,1
17180,feature 308,1
17180,feature 228,1
17180,feature 314,3
17180,feature 230,1
17180,feature 309,2
17180,feature 310,1
17180,feature 229,2
17180,feature 234,3
18404,feature 232,1
18404,feature 314,1
18404,feature 312,1
18404,feature 234,1
18374,feature 234,1
18374,feature 314,1
18374,feature 308,1
18374,feature 228,1
11327,feature 309,1
11327,feature 314,2
11327,feature 234,2
11327,feature 229,1
17512,feature 314,2
17512,feature 234,2
14012,feature 312,1
14012,feature 307,1
14012,feature 232,1
14012,feature 234,1
14012,feature 314,1
4708,feature 234,4
4708,feature 314,4
4708,feature 307,1
4708,feature 232,1
4708,feature 227,1
4708,feature 312,1
12484,feature 314,5
12484,feature 234,5
2145,feature 314,5
2145,feature 234,5
7391,feature 312,2
7391,feature 314,5
7391,feature 232,2
7391,feature 234,5
3057,feature 234,5
3057,feature 314,5
13570,feature 314,3
13570,feature 234,3
6200,feature 234,4
6200,feature 312,1
6200,feature 314,4
6200,feature 232,1
7255,feature 232,2
7255,feature 312,2
7255,feature 234,5
7255,feature 314,5
16213,feature 314,5
16213,feature 234,5
14853,feature 314,5
14853,feature 234,5
4686,feature 314,4
4686,feature 234,4
11898,feature 234,4
11898,feature 314,4
6433,feature 234,3
6433,feature 314,4
6433,feature 312,1
14226,feature 234,3
14226,feature 314,4
919,feature 134,1
919,feature 314,4
919,feature 234,4
919,feature 219,1
18435,feature 234,3
18435,feature 314,4
8318,feature 314,3
8318,feature 234,3
11370,feature 314,4
11370,feature 234,4
6970,feature 234,3
6970,feature 314,4
16298,feature 234,2
16298,feature 314,3
2107,feature 234,3
2107,feature 314,3
2107,feature 312,1
2107,feature 232,1
8113,feature 314,4
8113,feature 234,4
12739,feature 234,5
12739,feature 314,5
17837,feature 234,4
17837,feature 314,4
16348,feature 314,1
16348,feature 234,1
4171,feature 234,4
4171,feature 314,4
11117,feature 234,4
11117,feature 314,4
2104,feature 314,4
2104,feature 307,1
2104,feature 234,4
2104,feature 232,1
2104,feature 312,2
17507,feature 307,2
17507,feature 314,4
17507,feature 227,1
17507,feature 234,4
17507,feature 312,4
17507,feature 232,4
11335,feature 234,4
11335,feature 314,4
15313,feature 312,2
15313,feature 314,5
15313,feature 307,1
15313,feature 232,1
15313,feature 227,1
15313,feature 234,4
3560,feature 234,5
3560,feature 314,5
5945,feature 234,4
5945,feature 314,5
5287,feature 234,4
5287,feature 314,5
15601,feature 234,5
15601,feature 309,2
15601,feature 229,2
15601,feature 314,5
16117,feature 229,3
16117,feature 314,4
16117,feature 232,1
16117,feature 309,3
16117,feature 234,4
16117,feature 312,1
4208,feature 314,3
4208,feature 234,3
4744,feature 234,3
4744,feature 314,4
12157,feature 314,4
12157,feature 234,3
12157,feature 312,1
8565,feature 307,1
8565,feature 232,1
8565,feature 312,1
8565,feature 234,3
8565,feature 227,1
8565,feature 314,4
2394,feature 234,3
2394,feature 314,4
10660,feature 234,4
10660,feature 314,4
18056,feature 314,4
18056,feature 234,4
10463,feature 314,4
10463,feature 234,4
13142,feature 314,4
13142,feature 234,3
2339,feature 312,2
2339,feature 232,1
2339,feature 314,5
2339,feature 309,1
2339,feature 234,4
2339,feature 227,1
2339,feature 307,1
7145,feature 310,1
7145,feature 234,3
7145,feature 308,1
7145,feature 314,3
13659,feature 307,2
13659,feature 227,2
13659,feature 232,1
13659,feature 312,1
10524,feature 232,1
10524,feature 312,1
10524,feature 227,1
10524,feature 307,1
3580,feature 312,1
11877,feature 312,2
11877,feature 227,1
11877,feature 232,2
11877,feature 307,1
6501,feature 181,1
10190,feature 312,2
10190,feature 232,2
779,feature 312,4
779,feature 232,4
13211,feature 312,2
13211,feature 232,2
1202,feature 312,1
1202,feature 307,1
1202,feature 232,1
8280,feature 312,2
8280,feature 232,2
17215,feature 312,4
17215,feature 232,4
963,feature 219,1
963,feature 181,1
963,feature 134,1
8363,feature 312,1
8363,feature 232,1
5299,feature 301,1
5299,feature 221,1
5299,feature 232,1
5299,feature 219,1
5299,feature 134,1
5299,feature 312,1
7457,feature 232,1
7457,feature 312,1
7457,feature 307,1
7457,feature 227,1
14683,feature 134,1
14683,feature 232,1
14683,feature 219,1
14683,feature 301,1
14683,feature 312,1
9110,feature 312,1
9110,feature 232,1
3589,feature 232,1
3589,feature 312,2
1093,feature 227,1
1093,feature 232,1
16581,feature 312,2
16581,feature 232,1
16581,feature 307,1
3845,feature 307,1
3845,feature 227,1
3845,feature 312,1
3845,feature 232,1
1854,feature 312,1
15745,feature 312,2
15745,feature 232,2
10978,feature 307,2
10978,feature 312,2
10978,feature 232,2
5212,feature 312,3
5212,feature 232,3
8634,feature 232,1
8634,feature 312,2
6546,feature 312,1
6546,feature 232,1
9139,feature 232,1
9139,feature 312,1
9139,feature 307,1
7597,feature 307,2
7597,feature 232,3
7597,feature 312,4
10238,feature 307,1
10238,feature 232,1
10238,feature 227,1
10238,feature 312,2
1105,feature 301,1
1105,feature 134,1
1105,feature 219,1
4301,feature 312,2
4301,feature 232,1
9170,feature 307,1
9170,feature 312,2
9170,feature 232,2
9170,feature 227,1
9149,feature 232,2
9149,feature 307,1
9149,feature 312,2
9149,feature 227,1
15540,feature 312,2
15540,feature 227,2
15540,feature 232,2
15540,feature 307,2
11626,feature 307,1
11626,feature 232,1
11626,feature 227,1
11626,feature 312,1
12422,feature 312,1
425,feature 232,1
425,feature 312,2
17805,feature 232,1
16885,feature 227,1
16885,feature 312,2
16885,feature 307,1
16885,feature 232,2
16537,feature 312,2
16537,feature 232,2
76,feature 307,1
76,feature 312,1
76,feature 232,1
17332,feature 312,3
17332,feature 232,2
12020,feature 312,2
12020,feature 232,2
3292,feature 232,1
3292,feature 301,1
3292,feature 134,1
3292,feature 221,1
3292,feature 219,1
3292,feature 312,1
9801,feature 312,3
9801,feature 232,3
9801,feature 219,1
9801,feature 134,1
9801,feature 95,1
9801,feature 301,1
9801,feature 307,2
2858,feature 232,1
2858,feature 312,1
2858,feature 134,1
2858,feature 219,1
9101,feature 219,1
9101,feature 134,1
10951,feature 232,2
10951,feature 312,2
5242,feature 232,1
16467,feature 312,4
16467,feature 232,4
14629,feature 312,3
14629,feature 232,3
17893,feature 312,3
17893,feature 232,3
3332,feature 232,3
3332,feature 312,3
7021,feature 312,3
7021,feature 232,3
9369,feature 315,1
9369,feature 232,2
9369,feature 313,1
9369,feature 312,2
9369,feature 227,1
15255,feature 235,1
15255,feature 233,1
15255,feature 312,2
15255,feature 307,1
15255,feature 232,2
241,feature 232,2
241,feature 312,2
7190,feature 232,3
7190,feature 312,3
8226,feature 219,1
8226,feature 232,3
8226,feature 134,1
8226,feature 312,3
8226,feature 301,1
18188,feature 312,4
18188,feature 232,4
17286,feature 232,2
17286,feature 312,2
7609,feature 232,6
7609,feature 312,6
11780,feature 307,1
11780,feature 232,1
11780,feature 312,1
9691,feature 312,5
9691,feature 232,5
9691,feature 134,1
9691,feature 219,1
15217,feature 232,5
15217,feature 312,5
3805,feature 312,4
3805,feature 232,4
14401,feature 312,4
14401,feature 232,5
14561,feature 312,2
14561,feature 232,1
2620,feature 312,1
2813,feature 312,4
2813,feature 232,3
13304,feature 312,2
13304,feature 307,1
13304,feature 227,1
13304,feature 232,1
11860,feature 312,2
11860,feature 307,2
11860,feature 232,2
11860,feature 134,1
11860,feature 301,1
38,feature 307,1
38,feature 227,1
38,feature 312,2
38,feature 232,2
18254,feature 232,1
18254,feature 312,1
1436,feature 307,2
1436,feature 227,2
1436,feature 232,1
1436,feature 312,1
11831,feature 312,2
11831,feature 232,1
12364,feature 134,1
12364,feature 307,2
12364,feature 312,2
12364,feature 301,1
12364,feature 219,1
15126,feature 312,2
15073,feature 312,4
15073,feature 232,3
16379,feature 232,3
16379,feature 312,4
12416,feature 312,4
12416,feature 232,4
3065,feature 312,4
3065,feature 232,4
12505,feature 232,3
12505,feature 312,4
18552,feature 232,4
18552,feature 312,4
2908,feature 232,3
2908,feature 312,3
18342,feature 312,3
18342,feature 232,2
14620,feature 232,2
14620,feature 312,4
11417,feature 232,3
11417,feature 312,4
5210,feature 312,3
5210,feature 232,2
9943,feature 312,4
9943,feature 232,4
18023,feature 232,3
18023,feature 312,3
18023,feature 307,1
18023,feature 227,1
3810,feature 232,4
3810,feature 312,4
13257,feature 312,4
13257,feature 232,4
9806,feature 307,1
9806,feature 312,2
9806,feature 232,2
9806,feature 227,1
5203,feature 232,3
5203,feature 312,3
10430,feature 312,3
10430,feature 232,3
17350,feature 312,3
17350,feature 232,3
1506,feature 232,2
1506,feature 307,1
1506,feature 312,2
16289,feature 232,3
16289,feature 312,3
12368,feature 232,1
12368,feature 312,1
17466,feature 312,1
17466,feature 232,1
8927,feature 312,4
8927,feature 232,4
15428,feature 232,4
15428,feature 312,4
11688,feature 312,5
11688,feature 232,5
7517,feature 312,4
7517,feature 232,4
6179,feature 232,5
6179,feature 312,5
18066,feature 312,4
18066,feature 232,4
5948,feature 232,4
5948,feature 312,4
15033,feature 307,2
15033,feature 232,4
15033,feature 301,1
15033,feature 312,4
10211,feature 232,3
10211,feature 312,3
13635,feature 232,3
13635,feature 312,3
15881,feature 232,4
15881,feature 312,4
4539,feature 312,4
4539,feature 232,3
16371,feature 312,3
16371,feature 232,2
17900,feature 232,3
17900,feature 312,4
12073,feature 134,1
12073,feature 219,1
11997,feature 134,1
11997,feature 301,1
11997,feature 219,1
6829,feature 301,1
6829,feature 219,1
6829,feature 134,1
2525,feature 301,1
2525,feature 134,1
4139,feature 230,1
4139,feature 309,4
4139,feature 228,1
4139,feature 311,1
4139,feature 232,3
4139,feature 314,4
4139,feature 312,4
4139,feature 234,4
4139,feature 229,4
4139,feature 307,1
10831,feature 316,2
10831,feature 236,1
10831,feature 234,4
10831,feature 312,4
10831,feature 314,4
10831,feature 229,4
10831,feature 232,4
10831,feature 311,1
10831,feature 309,4
17217,feature 310,1
17217,feature 234,2
17217,feature 229,2
17217,feature 316,1
17217,feature 309,3
17217,feature 314,3
17217,feature 312,5
17217,feature 232,4
17217,feature 308,1
11980,feature 312,4
11980,feature 232,4
4095,feature 232,4
4095,feature 312,4
2456,feature 313,1
2456,feature 312,4
2456,feature 232,4
2456,feature 315,1
7926,feature 234,2
7926,feature 307,1
7926,feature 227,2
7926,feature 229,2
7926,feature 309,2
7926,feature 236,1
7926,feature 315,1
7926,feature 232,4
7926,feature 312,4
7926,feature 314,1
12980,feature 315,1
12980,feature 231,1
12980,feature 235,1
12980,feature 313,1
12980,feature 312,4
12980,feature 230,1
12980,feature 233,1
12980,feature 316,1
12980,feature 307,1
12980,feature 228,1
12980,feature 232,3
12980,feature 234,1
12980,feature 227,1
12980,feature 229,1
12980,feature 236,1
5233,feature 309,5
5233,feature 312,5
5233,feature 236,2
5233,feature 314,5
5233,feature 229,4
5233,feature 234,4
5233,feature 230,4
5233,feature 316,2
5233,feature 313,4
5233,feature 232,5
5233,feature 315,4
5233,feature 308,5
5233,feature 228,4
5233,feature 310,4
5233,feature 307,2
5233,feature 235,3
5233,feature 231,1
5233,feature 311,2
5233,feature 227,2
5233,feature 233,4
5405,feature 234,3
5405,feature 311,1
5405,feature 310,3
5405,feature 228,3
5405,feature 233,2
5405,feature 232,4
5405,feature 309,4
5405,feature 230,2
5405,feature 308,4
5405,feature 229,3
5405,feature 314,4
5405,feature 312,4
5405,feature 315,3
5405,feature 313,2
12381,feature 310,4
12381,feature 229,5
12381,feature 234,5
12381,feature 232,5
12381,feature 315,4
12381,feature 231,1
12381,feature 235,2
12381,feature 316,2
12381,feature 236,1
12381,feature 312,6
12381,feature 313,4
12381,feature 233,4
12381,feature 230,3
12381,feature 308,5
12381,feature 228,4
12381,feature 311,2
12381,feature 314,5
12381,feature 309,4
6614,feature 232,5
6614,feature 228,3
6614,feature 311,1
6614,feature 315,4
6614,feature 230,3
6614,feature 316,1
6614,feature 313,4
6614,feature 314,5
6614,feature 236,1
6614,feature 312,5
6614,feature 310,3
6614,feature 229,4
6614,feature 235,2
6614,feature 308,4
6614,feature 234,4
6614,feature 309,5
6614,feature 233,4
12419,feature 312,5
12419,feature 229,3
12419,feature 314,4
12419,feature 316,2
12419,feature 232,4
12419,feature 234,3
12419,feature 315,3
12419,feature 313,4
12419,feature 228,2
12419,feature 311,1
12419,feature 230,1
12419,feature 233,2
12419,feature 309,3
12419,feature 235,2
12419,feature 310,3
12419,feature 308,4
10745,feature 312,1
10745,feature 232,1
10113,feature 312,1
7983,feature 234,2
7983,feature 310,3
7983,feature 311,1
7983,feature 315,3
7983,feature 312,5
7983,feature 313,3
7983,feature 232,4
7983,feature 235,1
7983,feature 309,3
7983,feature 308,4
7983,feature 233,1
7983,feature 229,2
7983,feature 230,2
7983,feature 314,3
7983,feature 228,2
4382,feature 316,2
4382,feature 233,3
4382,feature 308,4
4382,feature 310,4
4382,feature 312,5
4382,feature 309,4
4382,feature 230,3
4382,feature 313,4
4382,feature 232,4
4382,feature 234,4
4382,feature 235,1
4382,feature 314,4
4382,feature 228,3
4382,feature 311,1
4382,feature 229,4
4382,feature 315,4
6516,feature 310,2
6516,feature 232,4
6516,feature 229,2
6516,feature 230,1
6516,feature 231,2
6516,feature 233,2
6516,feature 236,2
6516,feature 308,3
6516,feature 228,2
6516,feature 313,3
6516,feature 312,4
6516,feature 316,1
6516,feature 234,2
6516,feature 315,2
6516,feature 307,1
6516,feature 309,3
6516,feature 314,3
6516,feature 311,2
9887,feature 232,4
9887,feature 313,4
9887,feature 314,1
9887,feature 315,2
9887,feature 312,4
9887,feature 228,4
9887,feature 308,4
9887,feature 233,4
9887,feature 235,1
9887,feature 230,3
9887,feature 310,4
16635,feature 314,2
16635,feature 308,4
16635,feature 232,4
16635,feature 309,1
16635,feature 230,3
16635,feature 313,4
16635,feature 310,4
16635,feature 233,4
16635,feature 234,2
16635,feature 315,1
16635,feature 235,1
16635,feature 229,1
16635,feature 312,5
16635,feature 228,4
9451,feature 312,5
9451,feature 232,5
9687,feature 232,5
9687,feature 233,2
9687,feature 312,5
9687,feature 313,2
15644,feature 313,1
15644,feature 233,1
15644,feature 232,4
15644,feature 312,4
2532,feature 315,2
2532,feature 233,1
2532,feature 232,2
2532,feature 235,1
2532,feature 313,1
2532,feature 312,2
9684,feature 232,1
9684,feature 312,1
5332,feature 233,1
5332,feature 232,5
5332,feature 235,1
5332,feature 313,1
5332,feature 315,2
5332,feature 312,5
5463,feature 315,1
5463,feature 312,5
5463,feature 313,2
5463,feature 232,5
5463,feature 233,1
13725,feature 232,4
13725,feature 312,4
13725,feature 307,1
14795,feature 232,3
14795,feature 312,3
3854,feature 232,4
3854,feature 312,4
15070,feature 232,4
15070,feature 312,4
8613,feature 315,2
8613,feature 233,2
8613,feature 313,2
8613,feature 235,2
8613,feature 232,1
8613,feature 312,1
11741,feature 232,4
11741,feature 315,2
11741,feature 233,2
11741,feature 313,2
11741,feature 312,4
11741,feature 235,2
12494,feature 312,5
12494,feature 232,5
17276,feature 315,2
17276,feature 232,5
17276,feature 313,2
17276,feature 312,5
17276,feature 233,1
667,feature 312,5
667,feature 233,1
667,feature 232,5
667,feature 315,1
667,feature 313,2
5228,feature 232,5
5228,feature 312,5
14989,feature 315,3
14989,feature 232,5
14989,feature 312,5
14989,feature 233,1
